customer_id,gender,first_name,last_name,zip_code,address,email,birth_date,age
78590,male,Willfried,Henschel,53986,Mitschkeplatz 64,gretelortmann@example.org,1961-12-08,62
66090,male,Cemil,Döring,17563,Raphael-Hecker-Ring 35,johannmiroslav@example.net,1969-04-01,54
19308,female,Ina,Ullmann,13304,Dowerggasse 45,ottomardoerschner@example.com,1970-10-26,53
34298,male,Drago,Trapp,60002,Girschnerweg 63,burkardseifert@example.net,1971-05-19,52
97952,male,Bertold,Löwer,80085,Kochallee 6/7,zkarz@example.com,2002-09-13,21
7199,diverse,Bernadette,Keudel,49240,Ottmar-Christoph-Weg 183,adoerr@example.org,1971-05-30,52
82366,male,José,Trupp,39498,Margareta-Ehlert-Allee 2,nikolaussegebahn@example.org,1990-06-07,33
37775,female,Josefine,Drewes,10780,Henkplatz 28,thorsten62@example.org,2004-11-30,19
76798,male,Gero,Rörricht,18126,Etzoldstraße 442,tlustekmarlis@example.net,1982-03-27,41
88785,male,Heribert,Gieß,95331,Fabienne-Reichmann-Allee 4,anita69@example.org,1956-10-12,67
35738,female,Christiana,Zahn,43783,Dorle-Wähner-Allee 2/6,vhettner@example.org,1973-07-18,50
70793,male,Ben,Koch,35547,Mosemannstraße 03,steinbergcharles@example.org,1997-08-17,26
95611,female,Emilie,Zirme,94853,Hildegunde-Walter-Platz 3,gerhard39@example.net,2000-09-30,23
37945,female,Jelena,Loos,34884,Fliegnergasse 144,melitta40@example.net,1996-07-06,27
36323,male,Edwin,Gnatz,16757,Junkgasse 444,qmetz@example.org,1996-01-08,27
20642,diverse,Klaus-Peter,Bauer,13537,Phillip-Barth-Platz 1,wirthalfred@example.org,1982-10-12,41
29486,female,Carina,Stolze,83802,Fischerstraße 873,olga29@example.com,1965-01-30,58
64000,female,Rose-Marie,Rosemann,74568,Ayse-Radisch-Gasse 05,ilias69@example.org,1968-05-22,55
91236,female,Kristina,Spieß,96871,Hans-Adolf-Lehmann-Weg 14,kordula82@example.com,1970-10-06,53
18240,male,Pietro,Wähner,46036,Martine-Schwital-Platz 8/6,okuhl@example.com,1978-10-20,45
25602,male,Louis,Schaaf,34596,Ottomar-Wiek-Allee 061,cchristoph@example.org,1993-05-13,30
39499,female,Gerti,Reuter,04199,Schinkeweg 0,michael77@example.com,1955-04-01,68
85775,male,Eckhardt,Häring,77523,Alban-Gude-Platz 1/9,sarahlangern@example.net,1957-12-04,66
97003,female,Florence,Finke,05392,Gnatzring 0,emil77@example.com,1977-10-03,46
58444,female,Ingeburg,Kostolzin,69873,Heinz-Dieter-Hahn-Ring 7,pbolzmann@example.net,1964-09-04,59
64377,male,Reimar,Flantz,40432,Ottomar-Segebahn-Weg 3/8,ljiljanaholt@example.org,1996-09-08,27
90394,female,Elfie,Seifert,96555,Bohnbachallee 926,daniel85@example.org,1967-06-27,56
2024,female,Lieselotte,Dehmel,28517,Geiselstraße 9/6,van-der-dussenmonja@example.com,1996-01-07,27
8381,female,Gülsen,Pechel,31146,Steyring 384,jovan40@example.org,1983-01-01,40
49174,female,Dorothee,Mielcarek,59635,Adeline-Linke-Straße 2,bolzmannteresa@example.org,1955-01-23,68
8931,female,Gretchen,Junk,72141,Benthinstr. 954,freddy08@example.org,2000-10-24,23
66245,male,Sahin,Hermann,32399,Valentine-Tschentscher-Platz 1/5,zjunck@example.com,1957-02-08,66
45811,male,Alessandro,Harloff,52831,Apollonia-Jockel-Gasse 05,marcus17@example.org,2003-02-12,20
57278,male,Artur,Zahn,23437,Heidi-Kühnert-Allee 408,heikeotto@example.net,1975-03-28,48
20460,male,Torsten,Hauffer,43251,Claus-Steckel-Straße 62,jseifert@example.org,1990-05-21,33
29055,female,Ilonka,Ruppersberger,86965,Jacobi Jäckelring 4,meral69@example.net,1996-08-26,27
9079,female,Catharina,Junk,84788,Hannes-Hentschel-Straße 17,gjopich@example.com,1980-08-26,43
85768,male,Hans-Detlef,Jüttner,77808,Joseph-Aumann-Platz 6/7,geislertelse@example.com,1959-03-27,64
33956,male,Harold,Gutknecht,61130,Natalie-Schmiedt-Platz 0,marianaweinhold@example.com,1975-08-09,48
47049,male,Serge,Pohl,59138,Langeweg 075,dowergrigo@example.org,1989-02-22,34
54613,female,Rosita,Gertz,51313,Niemeierring 486,stiffelslobodan@example.com,2003-12-31,20
39634,female,Hannchen,Junck,18502,Suse-Kambs-Allee 8/1,schenkdominic@example.org,1962-03-26,61
5197,female,Tilly,Bärer,83892,Drubinplatz 870,nboerner@example.com,1960-11-29,63
32683,female,Desiree,Jäntsch,43646,Warmerallee 8/9,iwona84@example.com,2002-08-03,21
52616,male,Oswin,Fiebig,04282,Cora-Atzler-Ring 287,junitzhelmtrud@example.org,1964-07-20,59
59346,male,Ottmar,Fröhlich,87286,Jähnplatz 269,bohlanderhilde@example.org,1958-08-05,65
11931,male,Marcus,Hertrampf,91492,Roseweg 9,zhering@example.com,1992-02-22,31
46072,female,Kirsten,Lübs,26246,Elsa-Metz-Weg 49,cichoriusadelgunde@example.org,1979-11-15,44
36657,male,Samir,Holt,49849,Kochstr. 79,edithatrapp@example.com,1989-01-24,34
72454,female,Caterina,Christoph,87117,Tlustekweg 1/2,buchholzgiorgio@example.org,1966-12-09,57
74519,diverse,Almuth,Krein,04993,Jutta-Roskoth-Weg 8,adalbert20@example.com,1982-02-01,41
10458,female,Leopoldine,Gröttner,57081,Karl-Hermann-Mülichen-Platz 5,bienwillibert@example.org,1957-04-22,66
38723,female,Carmine,Hauffer,54834,Norma-Schlosser-Allee 358,ortrud41@example.net,1978-08-15,45
99191,female,Irmhild,Ehlert,36155,Ortmannweg 28,jschwital@example.org,1996-06-30,27
45078,female,Kristina,Tschentscher,34377,Klemtstr. 17,ogierschner@example.org,1998-12-18,25
40971,male,Christian,Reising,67373,Seidelstr. 293,rena15@example.com,1989-04-04,34
1177,male,Carsten,Adolph,14304,Weißallee 914,freudenbergerrosel@example.com,1956-09-12,67
35245,female,Mareen,Schleich,20335,Irmtraud-Weiß-Straße 0,junitzeberhard@example.net,1971-02-10,52
34934,female,Lia,Hering,31936,Wagnerstraße 4,kunigunda94@example.net,2003-01-09,20
48649,male,Hajo,Harloff,42693,Mudeplatz 0,ybaehr@example.net,1963-11-01,60
33209,male,Sedat,Lachmann,44256,Dobesplatz 2,konradfechner@example.org,1959-02-18,64
86109,female,Hanna,Graf,17822,Fechnerstr. 91,sevim00@example.com,1985-12-02,38
94731,male,Donald,Ehlert,41605,Ullrichgasse 8,steypetar@example.org,1987-10-03,36
40413,male,Petar,Dowerg,48978,Ernstweg 6/7,necati47@example.org,1965-09-11,58
60716,male,Donald,Klemt,93967,Leif-Zahn-Weg 16,yfreudenberger@example.com,1956-01-01,67
48170,female,Susana,Speer,15350,Gotthardring 74,dittmar28@example.net,1988-06-25,35
16100,male,Gunar,Neuschäfer,99235,Wellerstr. 8/8,feberth@example.com,2004-12-30,19
52593,female,Adriana,Plath,34360,Giovanna-Werner-Weg 7/8,kputz@example.com,1988-08-10,35
25539,female,Marion,Scholz,33057,Hamannweg 4/5,heinzlilly@example.net,1980-06-04,43
23837,male,Thomas,Haering,02514,Hertrampfring 61,wagnerstephanie@example.com,2000-01-01,23
9685,male,Willi,Oestrovsky,68848,Geiselallee 2/7,etzleranny@example.net,1965-03-24,58
8658,male,Harro,Margraf,63309,Michel-Schüler-Weg 697,jacobleni@example.com,1973-02-23,50
55193,male,Toni,Hoffmann,68225,Hanife-Finke-Allee 70,junckloretta@example.net,1959-01-21,64
87544,male,Nicolaus,Caspar,19439,Karl-Riehl-Ring 54,kornelius68@example.com,1970-02-16,53
94556,diverse,Melanie,Beer,49481,Stefanie-Hamann-Weg 2,obeckmann@example.net,1993-05-29,30
64738,female,Janin,Flantz,22342,Wulffgasse 50,mikhail94@example.com,1992-05-11,31
